Advertiser,Advertiser ID,Advertiser Currency,Insertion Order,Insertion Order ID,Line Item,Line Item ID,Date,Campaign,Campaign ID,Impressions,Billable Impressions,Clicks,Click Rate (CTR),Revenue (Adv Currency),Media Cost (Advertiser Currency),Start Views,1st Quartile Views,Midpoint Views,3rd Quartile Views,Complete Views,Video Completion Rate,Viewable Impressions,Measurable Impressions,Viewability,For Checking (Measurable-Impression),Start Views-Impression
CL00003,784915671,INR,IO01405|MPN&ZeeTV&TVBJ - Responsible Gambling The Number that Changed my Life campaign Dec'25 to Mar'26 IO|LI08345|Zee5 -Indian - FF - 15s - Non-Festival,1025009922,LI08345|Zee5 -Indian - FF - 15s - Non-Festival,23376310689,08/02/2026,CA01361,56420861,221,221,1,0.45%,9.233457,8.432381,203,112,62,31,155,76.35%,180,217,82.95%,-4,-18
CL00003,784915671,INR,IO01405|MPN&ZeeTV&TVBJ - Responsible Gambling The Number that Changed my Life campaign Dec'25 to Mar'26 IO|LI08348|Zee5 -Indian - Gambler - 30s - Non-Festival,1025010198,LI08348|Zee5 -Indian - Gambler - 30s - Non-Festival,23381196950,08/02/2026,CA01361,56420861,414,414,2,0.48%,18.258356,16.674298,395,139,53,18,314,79.49%,335,396,84.60%,-18,-19
CL00003,784915671,INR,IO01405|MPN&ZeeTV&TVBJ - Responsible Gambling The Number that Changed my Life campaign Dec'25 to Mar'26 IO|LI08349|Zee5 -Indian - FF - 30s - Non-Festival,1025007417,LI08349|Zee5 -Indian - FF - 30s - Non-Festival,23385478939,08/02/2026,CA01361,56420861,223,223,1,0.45%,9.295486,8.489028,215,35,9,2,169,78.60%,178,209,85.17%,-14,-8
CL00003,784915671,INR,IO01405|MPN&ZeeTV&TVBJ - Responsible Gambling The Number that Changed my Life campaign Dec'25 to Mar'26 IO|LI08352|MPN -Arabic - Gambler - 15s - Non-Festival,1024944044,LI08352|MPN -Arabic - Gambler - 15s - Non-Festival,23385667336,08/02/2026,CA01361,56420861,1202,1202,5,0.42%,48.074615,43.903758,1141,1113,1061,1005,963,84.40%,974,1112,87.59%,-90,-61
CL00003,784915671,INR,IO01405|MPN&ZeeTV&TVBJ - Responsible Gambling The Number that Changed my Life campaign Dec'25 to Mar'26 IO|LI08353|MPN -Arabic - FF - 15s - Non-Festival,1024942328,LI08353|MPN -Arabic - FF - 15s - Non-Festival,23385670465,08/02/2026,CA01361,56420861,487,487,2,0.41%,19.564305,17.866945,486,443,406,388,368,75.72%,380,482,78.84%,-5,-1
CL00003,784915671,INR,IO01405|MPN&ZeeTV&TVBJ - Responsible Gambling The Number that Changed my Life campaign Dec'25 to Mar'26 IO|LI08356|MPN -Arabic - Gambler - 30s - Non-Festival,1025013189,LI08356|MPN -Arabic - Gambler - 30s - Non-Festival,23376519282,08/02/2026,CA01361,56420861,985,985,5,0.51%,38.844146,35.474106,923,800,731,658,777,84.18%,798,900,88.67%,-85,-62
CL00003,784915671,INR,IO01405|MPN&ZeeTV&TVBJ - Responsible Gambling The Number that Changed my Life campaign Dec'25 to Mar'26 IO|LI08357|MPN -Arabic - FF - 30s - Non-Festival,1024943858,LI08357|MPN -Arabic - FF - 30s - Non-Festival,23381392064,08/02/2026,CA01361,56420861,413,413,2,0.48%,16.414053,14.990003,407,313,287,266,310,76.17%,333,394,84.52%,-19,-6
CL00003,784915671,INR,IO01405|MPN&ZeeTV&TVBJ - Responsible Gambling The Number that Changed my Life campaign Dec'25 to Mar'26 IO|LI08360|MPN -Vietnamese - Gambler - 15s - Nov-Festival,1025011704,LI08360|MPN -Vietnamese - Gambler - 15s - Nov-Festival,23376603576,08/02/2026,CA01361,56420861,1670,1670,7,0.42%,69.078869,63.085725,1576,1370,1264,1189,1393,88.39%,1229,1570,78.28%,-100,-94
CL00003,784915671,INR,IO01405|MPN&ZeeTV&TVBJ - Responsible Gambling The Number that Changed my Life campaign Dec'25 to Mar'26 IO|LI08361|MPN -Vietnamese - FF - 15s - Nov-Festival,1024980414,LI08361|MPN -Vietnamese - FF - 15s - Nov-Festival,23376604713,08/02/2026,CA01361,56420861,670,670,3,0.45%,27.85333,25.436831,594,570,507,475,451,75.93%,475,620,76.61%,-50,-76
CL00003,784915671,INR,IO01405|MPN&ZeeTV&TVBJ - Responsible Gambling The Number that Changed my Life campaign Dec'25 to Mar'26 IO|LI08364|MPN -Vietnamese - Gambler - 30s - Nov-Festival,1024944239,LI08364|MPN -Vietnamese - Gambler - 30s - Nov-Festival,23385752107,08/02/2026,CA01361,56420861,1421,1421,7,0.49%,59.717253,54.536304,1354,1117,988,890,1057,78.06%,1021,1324,77.11%,-97,-67
CL00003,784915671,INR,IO01405|MPN&ZeeTV&TVBJ - Responsible Gambling The Number that Changed my Life campaign Dec'25 to Mar'26 IO|LI08365|MPN -Vietnamese - FF - 30s - Nov-Festival,1024943000,LI08365|MPN -Vietnamese - FF - 30s - Nov-Festival,23376603564,08/02/2026,CA01361,56420861,544,544,3,0.55%,24.325195,22.21479,450,406,336,295,378,84.00%,372,452,82.30%,-92,-94
CL00003,784915671,INR,IO01405|MPN&ZeeTV&TVBJ - Responsible Gambling The Number that Changed my Life campaign Dec'25 to Mar'26 IO|LI08368|MPN -Korean - Gambler - 15s - Nov-Festival,1024994523,LI08368|MPN -Korean - Gambler - 15s - Nov-Festival,23381549663,08/02/2026,CA01361,56420861,1588,1588,6,0.38%,77.062896,70.377074,1505,1327,1228,1170,1230,81.73%,1231,1538,80.04%,-50,-83
CL00003,784915671,INR,IO01405|MPN&ZeeTV&TVBJ - Responsible Gambling The Number that Changed my Life campaign Dec'25 to Mar'26 IO|LI08369|MPN -Korean - FF - 15s - Nov-Festival,1025014224,LI08369|MPN -Korean - FF - 15s - Nov-Festival,23376679836,08/02/2026,CA01361,56420861,682,682,3,0.44%,32.916944,30.061136,591,561,508,482,444,75.13%,538,610,88.20%,-72,-91
CL00003,784915671,INR,IO01405|MPN&ZeeTV&TVBJ - Responsible Gambling The Number that Changed my Life campaign Dec'25 to Mar'26 IO|LI08372|MPN -Korean - Gambler - 30s - Nov-Festival,1025311366,LI08372|MPN -Korean - Gambler - 30s - Nov-Festival,23381548787,08/02/2026,CA01361,56420861,1081,1081,4,0.37%,37.788477,34.510025,1016,794,663,575,805,79.23%,843,1027,82.08%,-54,-65
CL00003,784915671,INR,IO01405|MPN&ZeeTV&TVBJ - Responsible Gambling The Number that Changed my Life campaign Dec'25 to Mar'26 IO|LI08373|MPN -Korean - FF - 30s - Nov-Festival,1025289799,LI08373|MPN -Korean - FF - 30s - Nov-Festival,23385831088,08/02/2026,CA01361,56420861,523,523,2,0.38%,18.510585,16.904644,425,377,314,268,325,76.47%,350,458,76.42%,-65,-98
CL00003,784915671,INR,IO01410|WestHQ - Multicultural awareness - 2026 Campaign Jan’26|LI08465|SA - Banner - Valentine's Day - Jan'26,1025425701,LI08465|SA - Banner - Valentine's Day - Jan'26,23441390799,08/02/2026,CA01366,56459421,1558,1558,7,0.45%,54.355135,49.639393,0,0,0,0,0,0.00%,1316,1487,88.50%,-71,0
CL00003,784915671,INR,IO01410|WestHQ - Multicultural awareness - 2026 Campaign Jan’26|LI08466|SA - Interstitials - Valentine's Day - Jan'26,1025759464,LI08466|SA - Interstitials - Valentine's Day - Jan'26,23450924638,08/02/2026,CA01366,56459421,1677,1677,7,0.42%,60.061046,54.85027,0,0,0,0,0,0.00%,1340,1608,83.33%,-69,0
CL00003,784915671,INR,IO01410|WestHQ - Multicultural awareness - 2026 Campaign Jan’26|LI08467|Filipino - Banner - Valentine's Day - Jan'26,1025426304,LI08467|Filipino - Banner - Valentine's Day - Jan'26,23441391969,08/02/2026,CA01366,56459421,594,594,3,0.51%,22.438253,20.491555,0,0,0,0,0,0.00%,443,508,87.20%,-86,0
CL00003,784915671,INR,IO01410|WestHQ - Multicultural awareness - 2026 Campaign Jan’26|LI08468|Filipino - Interstitials - Valentine's Day - Jan'26,1025424972,LI08468|Filipino - Interstitials - Valentine's Day - Jan'26,23441392290,08/02/2026,CA01366,56459421,816,816,4,0.49%,34.375428,31.393085,0,0,0,0,0,0.00%,566,739,76.59%,-77,0
CL00003,784915671,INR,IO01410|WestHQ - Multicultural awareness - 2026 Campaign Jan’26|LI08469|Arabic - Banner - Valentine's Day - Jan'26,1025759677,LI08469|Arabic - Banner - Valentine's Day - Jan'26,23450924149,08/02/2026,CA01366,56459421,813,813,4,0.49%,28.663744,26.176935,0,0,0,0,0,0.00%,646,741,87.18%,-72,0
CL00003,784915671,INR,IO01410|WestHQ - Multicultural awareness - 2026 Campaign Jan’26|LI08470|Arabic - Interstitials - Valentine's Day - Jan'26,1025347826,LI08470|Arabic - Interstitials - Valentine's Day - Jan'26,23450926495,08/02/2026,CA01366,56459421,843,843,4,0.47%,30.440749,27.799771,0,0,0,0,0,0.00%,664,777,85.46%,-66,0
CL00003,784915671,INR,IO01410|WestHQ - Multicultural awareness - 2026 Campaign Jan’26|LI08634|SA - Banner - LNY - Jan'26,1025686524,LI08634|SA - Banner - LNY - Jan'26,23482855665,08/02/2026,CA01366,56459421,2300,2300,9,0.39%,80.477605,73.49553,0,0,0,0,0,0.00%,1932,2209,87.46%,-91,0
CL00003,784915671,INR,IO01410|WestHQ - Multicultural awareness - 2026 Campaign Jan’26|LI08635|SA - Interstitials - LNY - Jan'26,1025602229,LI08635|SA - Interstitials - LNY - Jan'26,23492645965,08/02/2026,CA01366,56459421,2606,2606,11,0.42%,94.293229,86.112538,0,0,0,0,0,0.00%,2033,2525,80.51%,-81,0
CL00003,784915671,INR,IO01410|WestHQ - Multicultural awareness - 2026 Campaign Jan’26|LI08636|Filipino - Banner - LNY - Jan'26,1025687208,LI08636|Filipino - Banner - LNY - Jan'26,23487947699,08/02/2026,CA01366,56459421,1014,1014,5,0.49%,39.302188,35.892409,0,0,0,0,0,0.00%,837,958,87.37%,-56,0
CL00003,784915671,INR,IO01410|WestHQ - Multicultural awareness - 2026 Campaign Jan’26|LI08637|Filipino - Interstitials - LNY - Jan'26,1026028978,LI08637|Filipino - Interstitials - LNY - Jan'26,23482860144,08/02/2026,CA01366,56459421,1238,1238,6,0.48%,52.27769,47.742183,0,0,0,0,0,0.00%,891,1158,76.94%,-80,0
CL00003,784915671,INR,IO01410|WestHQ - Multicultural awareness - 2026 Campaign Jan’26|LI08638|Arabic - Banner - LNY - Jan'26,1025687211,LI08638|Arabic - Banner - LNY - Jan'26,23482858521,08/02/2026,CA01366,56459421,1262,1262,5,0.40%,45.103346,41.19027,0,0,0,0,0,0.00%,979,1188,82.41%,-74,0
CL00003,784915671,INR,IO01410|WestHQ - Multicultural awareness - 2026 Campaign Jan’26|LI08639|Arabic - Interstitials - LNY - Jan'26,1025688225,LI08639|Arabic - Interstitials - LNY - Jan'26,23492648119,08/02/2026,CA01366,56459421,1283,1283,5,0.39%,48.702478,44.477149,0,0,0,0,0,0.00%,924,1213,76.17%,-70,0
CL00003,784915671,INR,IO01413|Diageo - Johnnie Walker Campaign Jan'26 to May'26 IO|LI08410|Vietnamese - Banner,1025357409,LI08410|Vietnamese - Banner,23435414843,08/02/2026,CA01369,56454494,24131,24131,97,0.40%,899.969603,821.890048,0,0,0,0,0,0.00%,20548,23961,85.76%,-170,0
CL00003,784915671,INR,IO01413|Diageo - Johnnie Walker Campaign Jan'26 to May'26 IO|LI08411|Arabic - Banner,1025281703,LI08411|Arabic - Banner,23430314766,08/02/2026,CA01369,56454494,3172,3172,17,0.54%,111.230251,101.580138,0,0,0,0,0,0.00%,2713,3055,88.81%,-117,0
CL00003,784915671,INR,IO01413|Diageo - Johnnie Walker Campaign Jan'26 to May'26 IO|LI08412|Arabic - Video,1025674675,LI08412|Arabic - Video,23435442917,08/02/2026,CA01369,56454494,6157,6157,31,0.50%,286.18177,261.353215,6037,5561,5190,4902,4666,77.29%,5149,5977,86.15%,-180,-120
CL00003,784915671,INR,IO01413|Diageo - Johnnie Walker Campaign Jan'26 to May'26 IO|LI08798|Arabic - Interstitials,1025813570,LI08798|Arabic - Interstitials,23529996607,08/02/2026,CA01369,56454494,3143,3143,15,0.48%,127.494443,116.433281,0,0,0,0,0,0.00%,2488,2945,84.48%,-198,0
CL00003,784915671,INR,IO01420|PMP - Maccas El Maco Campaign Jan'26 to Feb'26 IO|LI08520|South Asian - Sports Keeda - Chicken McCRISPY - Interstitials,1025446593,LI08520|South Asian - Sports Keeda - Chicken McCRISPY - Interstitials,23446446177,08/02/2026,CA01376,56461238,256,256,1,0.39%,10.841195,9.900635,0,0,0,0,0,0.00%,217,250,86.80%,-6,0
CL00003,784915671,INR,IO01420|PMP - Maccas El Maco Campaign Jan'26 to Feb'26 IO|LI08521|South Asian - Sports Keeda - Chicken Wrap - Interstitials,1025786839,LI08521|South Asian - Sports Keeda - Chicken Wrap - Interstitials,23455947733,08/02/2026,CA01376,56461238,251,251,1,0.40%,10.373342,9.473372,0,0,0,0,0,0.00%,180,239,75.31%,-12,0
CL00003,784915671,INR,IO01420|PMP - Maccas El Maco Campaign Jan'26 to Feb'26 IO|LI08523|South Asian - Sports Keeda - Range - Interstitials,1025456643,LI08523|South Asian - Sports Keeda - Range - Interstitials,23451471827,08/02/2026,CA01376,56461238,255,255,1,0.39%,10.948047,9.998216,0,0,0,0,0,0.00%,189,242,78.10%,-13,0
CL00003,784915671,INR,IO01420|PMP - Maccas El Maco Campaign Jan'26 to Feb'26 IO|LI08524|South Asian - Times of India - Chicken McCRISPY - Interstitials,1025379500,LI08524|South Asian - Times of India - Chicken McCRISPY - Interstitials,23455951813,08/02/2026,CA01376,56461238,260,260,1,0.38%,10.61136,9.69074,0,0,0,0,0,0.00%,226,258,87.60%,-2,0
CL00003,784915671,INR,IO01420|PMP - Maccas El Maco Campaign Jan'26 to Feb'26 IO|LI08525|South Asian - Times of India - Chicken Wrap - Interstitials,1025379743,LI08525|South Asian - Times of India - Chicken Wrap - Interstitials,23451469427,08/02/2026,CA01376,56461238,262,262,1,0.38%,10.679936,9.753366,0,0,0,0,0,0.00%,218,255,85.49%,-7,0
CL00003,784915671,INR,IO01420|PMP - Maccas El Maco Campaign Jan'26 to Feb'26 IO|LI08527|South Asian - Times of India - Range - Interstitials,1025441469,LI08527|South Asian - Times of India - Range - Interstitials,23451469862,08/02/2026,CA01376,56461238,263,263,1,0.38%,10.790805,9.854616,0,0,0,0,0,0.00%,202,251,80.48%,-12,0
CL00003,784915671,INR,IO01420|PMP - Maccas El Maco Campaign Jan'26 to Feb'26 IO|LI08528|South Asian - Hindustan Times - Chicken McCRISPY - Interstitials,1025457102,LI08528|South Asian - Hindustan Times - Chicken McCRISPY - Interstitials,23455951618,08/02/2026,CA01376,56461238,257,257,1,0.39%,10.881006,9.936992,0,0,0,0,0,0.00%,205,250,82.00%,-7,0
CL00003,784915671,INR,IO01420|PMP - Maccas El Maco Campaign Jan'26 to Feb'26 IO|LI08529|South Asian - Hindustan Times - Chicken Wrap - Interstitials,1025786842,LI08529|South Asian - Hindustan Times - Chicken Wrap - Interstitials,23446452672,08/02/2026,CA01376,56461238,256,256,1,0.39%,11.491419,10.494447,0,0,0,0,0,0.00%,189,243,77.78%,-13,0
CL00003,784915671,INR,IO01420|PMP - Maccas El Maco Campaign Jan'26 to Feb'26 IO|LI08531|South Asian - Hindustan Times - Range - Interstitials,1025794285,LI08531|South Asian - Hindustan Times - Range - Interstitials,23446501416,08/02/2026,CA01376,56461238,268,268,1,0.37%,10.324163,9.428459,0,0,0,0,0,0.00%,195,252,77.38%,-16,0
CL00003,784915671,INR,IO01420|PMP - Maccas El Maco Campaign Jan'26 to Feb'26 IO|LI08532|South Asian - Indian Express - Chicken McCRISPY - Interstitials,1025794927,LI08532|South Asian - Indian Express - Chicken McCRISPY - Interstitials,23456003461,08/02/2026,CA01376,56461238,278,278,1,0.36%,11.922359,10.887999,0,0,0,0,0,0.00%,230,267,86.14%,-11,0
CL00003,784915671,INR,IO01420|PMP - Maccas El Maco Campaign Jan'26 to Feb'26 IO|LI08533|South Asian - Indian Express - Chicken Wrap - Interstitials,1025786905,LI08533|South Asian - Indian Express - Chicken Wrap - Interstitials,23446496778,08/02/2026,CA01376,56461238,282,282,1,0.35%,11.197119,10.225679,0,0,0,0,0,0.00%,210,262,80.15%,-20,0
CL00003,784915671,INR,IO01420|PMP - Maccas El Maco Campaign Jan'26 to Feb'26 IO|LI08535|South Asian - Indian Express - Range - Interstitials,1025380631,LI08535|South Asian - Indian Express - Range - Interstitials,23456004142,08/02/2026,CA01376,56461238,280,280,1,0.36%,11.439552,10.447079,0,0,0,0,0,0.00%,232,276,84.06%,-4,0
CL00003,784915671,INR,IO01420|PMP - Maccas El Maco Campaign Jan'26 to Feb'26 IO|LI08536|South Asian - India Times - Chicken McCRISPY - Interstitials,1025793094,LI08536|South Asian - India Times - Chicken McCRISPY - Interstitials,23456004148,08/02/2026,CA01376,56461238,258,258,1,0.39%,10.566541,9.649809,0,0,0,0,0,0.00%,201,241,83.40%,-17,0
CL00003,784915671,INR,IO01420|PMP - Maccas El Maco Campaign Jan'26 to Feb'26 IO|LI08537|South Asian - India Times - Chicken Wrap - Interstitials,1025379809,LI08537|South Asian - India Times - Chicken Wrap - Interstitials,23446500870,08/02/2026,CA01376,56461238,263,263,1,0.38%,10.830798,9.89114,0,0,0,0,0,0.00%,216,244,88.52%,-19,0
CL00003,784915671,INR,IO01420|PMP - Maccas El Maco Campaign Jan'26 to Feb'26 IO|LI08539|South Asian - India Times - Range - Interstitials,1025714341,LI08539|South Asian - India Times - Range - Interstitials,23446501836,08/02/2026,CA01376,56461238,252,252,1,0.40%,10.194642,9.310175,0,0,0,0,0,0.00%,195,241,80.91%,-11,0
CL00003,784915671,INR,IO01420|PMP - Maccas El Maco Campaign Jan'26 to Feb'26 IO|LI08540|South Asian - ESPN Cric Info - Chicken McCRISPY - Interstitials,1025457594,LI08540|South Asian - ESPN Cric Info - Chicken McCRISPY - Interstitials,23446545351,08/02/2026,CA01376,56461238,253,253,1,0.40%,11.050094,10.09141,0,0,0,0,0,0.00%,209,235,88.94%,-18,0
CL00003,784915671,INR,IO01420|PMP - Maccas El Maco Campaign Jan'26 to Feb'26 IO|LI08541|South Asian - ESPN Cric Info - Chicken Wrap - Interstitials,1025457591,LI08541|South Asian - ESPN Cric Info - Chicken Wrap - Interstitials,23456050027,08/02/2026,CA01376,56461238,254,254,1,0.39%,10.317028,9.421943,0,0,0,0,0,0.00%,200,242,82.64%,-12,0
CL00003,784915671,INR,IO01420|PMP - Maccas El Maco Campaign Jan'26 to Feb'26 IO|LI08543|South Asian - ESPN Cric Info - Range - Interstitials,1025796001,LI08543|South Asian - ESPN Cric Info - Range - Interstitials,23451564158,08/02/2026,CA01376,56461238,253,253,1,0.40%,11.603475,10.596781,0,0,0,0,0,0.00%,191,248,77.02%,-5,0
CL00003,784915671,INR,IO01420|PMP - Maccas El Maco Campaign Jan'26 to Feb'26 IO|LI08546|South Asian - Sports Keeda - Video,1025799082,LI08546|South Asian - Sports Keeda - Video,23446703991,08/02/2026,CA01376,56461238,954,954,4,0.42%,50.344551,45.976759,862,845,799,748,699,81.09%,765,863,88.64%,-91,-92
CL00003,784915671,INR,IO01420|PMP - Maccas El Maco Campaign Jan'26 to Feb'26 IO|LI08547|South Asian - Times of India - Video,1025457255,LI08547|South Asian - Times of India - Video,23446705905,08/02/2026,CA01376,56461238,859,859,4,0.47%,37.52776,34.271927,774,543,341,180,646,83.46%,651,798,81.58%,-61,-85
CL00003,784915671,INR,IO01420|PMP - Maccas El Maco Campaign Jan'26 to Feb'26 IO|LI08548|South Asian - Hindustan Times - Video,1025799526,LI08548|South Asian - Hindustan Times - Video,23456212231,08/02/2026,CA01376,56461238,958,958,5,0.52%,41.512598,37.911048,868,577,458,372,763,87.90%,678,880,77.05%,-78,-90
CL00003,784915671,INR,IO01420|PMP - Maccas El Maco Campaign Jan'26 to Feb'26 IO|LI08549|South Asian - Indian Express - Video,1025459310,LI08549|South Asian - Indian Express - Video,23446706604,08/02/2026,CA01376,56461238,1013,1013,5,0.49%,49.222652,44.952194,959,719,615,557,771,80.40%,791,960,82.40%,-53,-54
CL00003,784915671,INR,IO01420|PMP - Maccas El Maco Campaign Jan'26 to Feb'26 IO|LI08550|South Asian - India Times  - Video,1025455881,LI08550|South Asian - India Times  - Video,23446708989,08/02/2026,CA01376,56461238,969,969,4,0.41%,41.184285,37.611219,904,496,233,123,804,88.94%,756,902,83.81%,-67,-65
CL00003,784915671,INR,IO01420|PMP - Maccas El Maco Campaign Jan'26 to Feb'26 IO|LI08551|South Asian - ESPN Cric Info - Video,1025381291,LI08551|South Asian - ESPN Cric Info - Video,23446708698,08/02/2026,CA01376,56461238,880,880,4,0.45%,45.798204,41.824844,803,754,641,554,635,79.08%,646,802,80.55%,-78,-77
CL00003,784915671,INR,IO01421|MPN - EV Fleets Incentive Campaign Feb'26 to Apr'26 IO|LI08544|Mandarin - Banner,1025375075,LI08544|Mandarin - Banner,23446289658,08/02/2026,CA01377,56465033,10334,10334,41,0.40%,333.507185,304.572772,0,0,0,0,0,0.00%,8348,10230,81.60%,-104,0
CL00003,784915671,INR,IO01421|MPN - EV Fleets Incentive Campaign Feb'26 to Apr'26 IO|LI08545|Arabic - Banner,1025453628,LI08545|Arabic - Banner,23451309725,08/02/2026,CA01377,56465033,10294,10294,52,0.51%,366.292423,334.513628,0,0,0,0,0,0.00%,8416,10153,82.89%,-141,0
CL00003,784915671,INR,IO01422|MPN - NINTEINCONOS250403 - Nintendo - Switch 2 Campaign Jan'26 to Feb'26 IO|LI08552|Chinese - Mega Gaten - Video,1025402900,LI08552|Chinese - Mega Gaten - Video,23449806165,08/02/2026,CA01378,56468351,2912,2912,14,0.48%,120.847011,110.362567,2859,2545,2383,2247,2287,79.99%,2288,2862,79.94%,-50,-53
CL00003,784915671,INR,IO01422|MPN - NINTEINCONOS250403 - Nintendo - Switch 2 Campaign Jan'26 to Feb'26 IO|LI08553|Chinese - Nanna Stop Party - Video,1025812777,LI08553|Chinese - Nanna Stop Party - Video,23459373082,08/02/2026,CA01378,56468351,2913,2913,13,0.45%,119.786983,109.394505,2836,2528,2357,2207,2221,78.31%,2212,2833,78.08%,-80,-77
CL00003,784915671,INR,IO01426|NSW Gov - AGNSW X RON MUECK Campaign Jan'26 to Apr'26 IO|LI08566|Cantonese Banner,1025534538,LI08566|Cantonese Banner,23467443331,08/02/2026,CA01382,56483626,8246,8246,45,0.55%,306.24395,279.67484,0,0,0,0,0,0.00%,7163,8082,88.63%,-164,0
CL00003,784915671,INR,IO01426|NSW Gov - AGNSW X RON MUECK Campaign Jan'26 to Apr'26 IO|LI08567|Japanese Banner,1025879071,LI08567|Japanese Banner,23457811653,08/02/2026,CA01382,56483626,9731,9731,38,0.39%,340.540241,310.995654,0,0,0,0,0,0.00%,7645,9606,79.59%,-125,0
CL00003,784915671,INR,IO01427|DPHI - Penrith Beach Season 3 Campaign Jan'26 to Feb'26 IO|LI08568|Arabic Banner,1025878765,LI08568|Arabic Banner,23457761262,08/02/2026,CA01383,56486671,7443,7443,38,0.51%,257.203406,234.888955,0,0,0,0,0,0.00%,5642,7295,77.34%,-148,0
CL00003,784915671,INR,IO01431|Zee5 - City of Melbourne - OITC Summer 2026 Campaign Jan'26 to Mar'26 IO|LI08584|Indian - 15s Video,1025526209,LI08584|Indian - 15s Video,23475800612,08/02/2026,CA01385,56492656,5680,5680,29,0.51%,448.132025,409.252991,5510,499,328,260,4230,76.77%,4312,5552,77.67%,-128,-170
CL00003,784915671,INR,IO01433|City of Melbourne - OITC Summer Campaign Jan'26 to Mar'26 IO|LI08587|Mandarin - OITCOC - Banner,1025544176,LI08587|Mandarin - OITCOC - Banner,23484042166,08/02/2026,CA01387,56489087,1505,1505,8,0.53%,51.726956,47.239229,0,0,0,0,0,0.00%,1124,1430,78.60%,-75,0
CL00003,784915671,INR,IO01433|City of Melbourne - OITC Summer Campaign Jan'26 to Mar'26 IO|LI08588|Hindi Banner,1025974678,LI08588|Hindi Banner,23484047038,08/02/2026,CA01387,56489087,1788,1788,9,0.50%,65.439458,59.762062,0,0,0,0,0,0.00%,1418,1720,82.44%,-68,0
CL00003,784915671,INR,IO01433|City of Melbourne - OITC Summer Campaign Jan'26 to Mar'26 IO|LI08589|Vietnamese - OTIC - Banner,1025629665,LI08589|Vietnamese - OTIC - Banner,23474388945,08/02/2026,CA01387,56489087,584,584,3,0.51%,21.95311,20.048502,0,0,0,0,0,0.00%,406,529,76.75%,-55,0
CL00003,784915671,INR,IO01433|City of Melbourne - OITC Summer Campaign Jan'26 to Mar'26 IO|LI08590|Korean - OITCOC - Banner,1025629113,LI08590|Korean - OITCOC - Banner,23479432742,08/02/2026,CA01387,56489087,657,657,3,0.46%,20.500975,18.722352,0,0,0,0,0,0.00%,469,572,81.99%,-85,0
CL00003,784915671,INR,IO01433|City of Melbourne - OITC Summer Campaign Jan'26 to Mar'26 IO|LI08602|Mandarin - Celebration - Banner,1025994616,LI08602|Mandarin - Celebration - Banner,23482460387,08/02/2026,CA01387,56489087,857,857,4,0.47%,27.760247,25.351824,0,0,0,0,0,0.00%,663,776,85.44%,-81,0
CL00003,784915671,INR,IO01433|City of Melbourne - OITC Summer Campaign Jan'26 to Mar'26 IO|LI08604|Korean - Celebration - Banner,1025995861,LI08604|Korean - Celebration - Banner,23487113932,08/02/2026,CA01387,56489087,301,301,1,0.33%,10.697114,9.769054,0,0,0,0,0,0.00%,244,297,82.15%,-4,0
CL00003,784915671,INR,IO01433|City of Melbourne - OITC Summer Campaign Jan'26 to Mar'26 IO|LI08725|Punjabi Banner,1025696084,LI08725|Punjabi Banner,23499196068,08/02/2026,CA01387,56489087,2029,2029,9,0.44%,59.721773,54.540432,0,0,0,0,0,0.00%,1628,1947,83.62%,-82,0
CL00003,784915671,INR,IO01433|City of Melbourne - OITC Summer Campaign Jan'26 to Mar'26 IO|LI08726|Vietnamese - Celebretion - Banner,1025695109,LI08726|Vietnamese - Celebretion - Banner,23499213591,08/02/2026,CA01387,56489087,617,617,3,0.49%,23.12642,21.120018,0,0,0,0,0,0.00%,439,544,80.70%,-73,0
CL00003,784915671,INR,IO01435|DCCEEW - Summer Energy Efficiency Campaign Jan'25 to Feb'26 IO|LI08597|Cantonese - Banner,1025647074,LI08597|Cantonese - Banner,23477293158,08/02/2026,CA01389,56492903,5111,5111,22,0.43%,209.969774,191.753218,0,0,0,0,0,0.00%,4328,5007,86.44%,-104,0
CL00003,784915671,INR,IO01435|DCCEEW - Summer Energy Efficiency Campaign Jan'25 to Feb'26 IO|LI08598|Mandarin - Banner,1025566118,LI08598|Mandarin - Banner,23482329518,08/02/2026,CA01389,56492903,5318,5318,26,0.49%,173.299099,158.264017,0,0,0,0,0,0.00%,4177,5178,80.67%,-140,0
CL00003,784915671,INR,IO01435|DCCEEW - Summer Energy Efficiency Campaign Jan'25 to Feb'26 IO|LI08599|Arabic - Banner,1025645412,LI08599|Arabic - Banner,23477293437,08/02/2026,CA01389,56492903,5296,5296,24,0.45%,193.265265,176.497959,0,0,0,0,0,0.00%,4447,5173,85.97%,-123,0
CL00003,784915671,INR,IO01435|DCCEEW - Summer Energy Efficiency Campaign Jan'25 to Feb'26 IO|LI08600|Vietnamese - Banner,1025645409,LI08600|Vietnamese - Banner,23486984347,08/02/2026,CA01389,56492903,5535,5535,22,0.40%,206.790925,188.85016,0,0,0,0,0,0.00%,4244,5356,79.24%,-179,0
CL00003,784915671,INR,IO01435|DCCEEW - Summer Energy Efficiency Campaign Jan'25 to Feb'26 IO|LI08601|Korean - Banner,1025645415,LI08601|Korean - Banner,23482331243,08/02/2026,CA01389,56492903,5713,5713,24,0.42%,176.658205,161.331694,0,0,0,0,0,0.00%,4410,5566,79.23%,-147,0
