Advertiser,Advertiser ID,Advertiser Currency,Insertion Order,Insertion Order ID,Line Item,Line Item ID,Date,Campaign,Campaign ID,Impressions,Billable Impressions,Clicks,Click Rate (CTR),Revenue (Adv Currency),Media Cost (Advertiser Currency),Start Views,1st Quartile Views,Midpoint Views,3rd Quartile Views,Complete Views,Video Completion Rate,Viewable Impressions,Measurable Impressions,Viewability,For Checking (Measurable-Impression),Start Views-Impression
CL00003,784915671,INR,IO01436|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI08615|MPN - Priority - ACT - Indian - Community - Video,1026000148,LI08615|MPN - Priority - ACT - Indian - Community - Video,23483355026,08/02/2026,CA01221,56068715,510,510,2,0.39%,20.575362,18.790285,444,363,311,274,340,76.58%,351,459,76.47%,-51,-66
CL00003,784915671,INR,IO01436|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI08616|MPN - Priority - ACT - Pakistan - Community - Video,1025574584,LI08616|MPN - Priority - ACT - Pakistan - Community - Video,23483389628,08/02/2026,CA01221,56068715,535,535,2,0.37%,20.329996,18.566206,466,420,373,284,372,79.83%,393,480,81.88%,-55,-69
CL00003,784915671,INR,IO01436|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI08617|MPN - Priority - ACT - Srilanka - Community - Video,1025574587,LI08617|MPN - Priority - ACT - Srilanka - Community - Video,23483391275,08/02/2026,CA01221,56068715,523,523,2,0.38%,18.366624,16.773173,446,406,352,324,381,85.43%,376,446,84.30%,-77,-77
CL00003,784915671,INR,IO01436|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI08618|MPN - Secondary - NSW - Indian - Community - Video,1026001795,LI08618|MPN - Secondary - NSW - Indian - Community - Video,23483391107,08/02/2026,CA01221,56068715,249,249,1,0.40%,9.978057,9.112381,235,203,178,167,198,84.26%,195,240,81.25%,-9,-14
CL00003,784915671,INR,IO01436|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI08619|MPN - Secondary - NSW - Pakistan - Community - Video,1025999749,LI08619|MPN - Secondary - NSW - Pakistan - Community - Video,23483397092,08/02/2026,CA01221,56068715,248,248,1,0.40%,8.906962,8.134212,229,234,205,148,196,85.59%,204,230,88.70%,-18,-19
CL00003,784915671,INR,IO01436|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI08620|MPN - Secondary - NSW - Srilanka - Community - Video,1025573345,LI08620|MPN - Secondary - NSW - Srilanka - Community - Video,23478351996,08/02/2026,CA01221,56068715,252,252,1,0.40%,9.172731,8.376923,235,211,185,169,185,78.72%,209,248,84.27%,-4,-17
CL00003,784915671,INR,IO01436|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI08621|MPN - Secondary - VIC - Indian - Community - Video,1025573327,LI08621|MPN - Secondary - VIC - Indian - Community - Video,23488049185,08/02/2026,CA01221,56068715,251,251,1,0.40%,9.827102,8.974522,240,216,191,164,195,81.25%,193,250,77.20%,-1,-11
CL00003,784915671,INR,IO01436|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI08622|MPN - Secondary - VIC - Pakistan - Community - Video,1025652558,LI08622|MPN - Secondary - VIC - Pakistan - Community - Video,23478352227,08/02/2026,CA01221,56068715,219,219,1,0.46%,7.863001,7.180823,201,194,177,128,156,77.61%,186,213,87.32%,-6,-18
CL00003,784915671,INR,IO01436|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI08623|MPN - Secondary - VIC - Srilanka - Community - Video,1026000181,LI08623|MPN - Secondary - VIC - Srilanka - Community - Video,23483398499,08/02/2026,CA01221,56068715,250,250,1,0.40%,8.802732,8.039025,243,210,188,173,195,80.25%,194,242,80.17%,-8,-7
CL00003,784915671,INR,IO01436|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI08624|MPN - Priority - ACT - Indian - Connection - Video,1025987644,LI08624|MPN - Priority - ACT - Indian - Connection - Video,23478343836,08/02/2026,CA01221,56068715,471,471,2,0.42%,18.892152,17.253107,451,376,323,289,378,83.81%,359,460,78.04%,-11,-20
CL00003,784915671,INR,IO01436|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI08625|MPN - Priority - ACT - Pakistan - Video - Connection - Video,1025997991,LI08625|MPN - Priority - ACT - Pakistan - Video - Connection - Video,23478344556,08/02/2026,CA01221,56068715,490,490,2,0.41%,18.585115,16.972708,471,389,336,237,355,75.37%,427,482,88.59%,-8,-19
CL00003,784915671,INR,IO01436|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI08626|MPN - Priority - ACT - Srilanka - Video - Connection - Video,1025999746,LI08626|MPN - Priority - ACT - Srilanka - Video - Connection - Video,23483397779,08/02/2026,CA01221,56068715,510,510,2,0.39%,20.479229,18.702492,457,379,328,293,380,83.15%,342,417,82.01%,-93,-53
CL00003,784915671,INR,IO01436|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI08627|MPN - Secondary - NSW - Indian - Connection - Video,1025572106,LI08627|MPN - Secondary - NSW - Indian - Connection - Video,23488056394,08/02/2026,CA01221,56068715,251,251,1,0.40%,10.247583,9.358523,233,198,169,146,191,81.97%,187,245,76.33%,-6,-18
CL00003,784915671,INR,IO01436|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI08628|MPN - Secondary - NSW - Pakistan - Connection - Video,1025573822,LI08628|MPN - Secondary - NSW - Pakistan - Connection - Video,23483392781,08/02/2026,CA01221,56068715,254,254,1,0.39%,9.199243,8.401135,252,223,188,154,221,87.70%,209,251,83.27%,-3,-2
CL00003,784915671,INR,IO01436|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI08629|MPN - Secondary - NSW - Srilanka - Connection - Video,1025656170,LI08629|MPN - Secondary - NSW - Srilanka - Connection - Video,23478352071,08/02/2026,CA01221,56068715,251,251,1,0.40%,9.393501,8.57854,242,197,175,160,192,79.34%,200,246,81.30%,-5,-9
CL00003,784915671,INR,IO01436|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI08630|MPN - Secondary - VIC - Indian - Connection - Video,1025573828,LI08630|MPN - Secondary - VIC - Indian - Connection - Video,23483392292,08/02/2026,CA01221,56068715,251,251,1,0.40%,10.205455,9.32005,238,207,181,160,185,77.73%,208,248,83.87%,-3,-13
CL00003,784915671,INR,IO01436|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI08631|MPN - Secondary - VIC - Pakistan - Connection - Video,1025572877,LI08631|MPN - Secondary - VIC - Pakistan - Connection - Video,23488055923,08/02/2026,CA01221,56068715,184,184,1,0.54%,6.720314,6.137273,180,156,126,74,136,75.56%,158,180,87.78%,-4,-4
CL00003,784915671,INR,IO01436|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI08632|MPN - Secondary - VIC - Srilanka - Connection - Video,1025997415,LI08632|MPN - Secondary - VIC - Srilanka - Connection - Video,23478350568,08/02/2026,CA01221,56068715,251,251,1,0.40%,8.410478,7.680802,250,194,166,148,203,81.20%,197,242,81.40%,-9,-1
CL00003,784915671,INR,IO01440|MPN & TVBJ - Cancer Institute - CI Breastscreen Campaign Feb'26 to Mar'26 IO|LI08645|TVBJ - Cantonese - 15 Sec - Instream,1025623625,LI08645|TVBJ - Cantonese - 15 Sec - Instream,23486361045,08/02/2026,CA01394,56525076,13136,13136,68,0.52%,1057.335587,965.603276,12976,9784,8697,8000,10471,80.70%,10323,13027,79.24%,-109,-160
CL00003,784915671,INR,IO01440|MPN & TVBJ - Cancer Institute - CI Breastscreen Campaign Feb'26 to Mar'26 IO|LI08646|MPN - Cantonese - 15 Sec - Instream,1025624792,LI08646|MPN - Cantonese - 15 Sec - Instream,23486375664,08/02/2026,CA01394,56525076,17210,17210,79,0.46%,687.745824,628.078378,17087,15351,14287,13145,14372,84.11%,14540,17037,85.34%,-173,-123
CL00003,784915671,INR,IO01441|MPN - VIC GOV - Creative Victoria MAPCO Open Air Campaign Jan'26 to Feb'26 IO|LI08647|Mandarin - Banner,1025708550,LI08647|Mandarin - Banner,23485596177,08/02/2026,CA01395,56524299,11283,11283,56,0.50%,366.707258,334.892473,0,0,0,0,0,0.00%,9115,11083,82.24%,-200,0
CL00003,784915671,INR,IO01441|MPN - VIC GOV - Creative Victoria MAPCO Open Air Campaign Jan'26 to Feb'26 IO|LI08648|Vietnamese - Banner,1025708850,LI08648|Vietnamese - Banner,23495375752,08/02/2026,CA01395,56524299,10412,10412,44,0.42%,393.997205,359.814799,0,0,0,0,0,0.00%,8875,10264,86.47%,-148,0
CL00003,784915671,INR,IO01443|Zee5 - Visit Victoria- VV - EBD Drive H2 Campaign Jan'26 to Jun'26 IO|LI08670|Zee5 - Hindi - 15 Sec - One,1025626724,LI08670|Zee5 - Hindi - 15 Sec - One,23496547660,08/02/2026,CA01397,56503796,1235,1235,5,0.40%,51.324832,46.871993,1183,592,265,135,1019,86.14%,880,1161,75.80%,-74,-52
CL00003,784915671,INR,IO01443|Zee5 - Visit Victoria- VV - EBD Drive H2 Campaign Jan'26 to Jun'26 IO|LI08671|Zee5 - Hindi - 15 Sec -Two,1025715324,LI08671|Zee5 - Hindi - 15 Sec -Two,23491808525,08/02/2026,CA01397,56503796,1311,1311,7,0.53%,54.370815,49.653712,1238,564,247,140,993,80.21%,990,1218,81.28%,-93,-73
CL00003,784915671,INR,IO01444|MPN - City of Sydney - Sydney Lunar Festival 2026 Campaign Jan'26 to Feb'26 IO|LI08672|MPN - Korean - 15Sec,1025716116,LI08672|MPN - Korean - 15Sec,23491849349,08/02/2026,CA01398,56525112,5279,5279,25,0.47%,206.80499,188.863005,5103,4403,4078,3822,4012,78.62%,4315,5119,84.29%,-160,-176
CL00003,784915671,INR,IO01444|MPN - City of Sydney - Sydney Lunar Festival 2026 Campaign Jan'26 to Feb'26 IO|LI08673|MPN - Thai - 15Sec,1025714694,LI08673|MPN - Thai - 15Sec,23491850147,08/02/2026,CA01398,56525112,4287,4287,19,0.44%,168.400839,153.790721,4128,3741,3475,3199,3469,84.04%,3517,4151,84.73%,-136,-159
CL00003,784915671,INR,IO01444|MPN - City of Sydney - Sydney Lunar Festival 2026 Campaign Jan'26 to Feb'26 IO|LI08674|MPN - Vietnamese - 15Sec,1025715384,LI08674|MPN - Vietnamese - 15Sec,23491854236,08/02/2026,CA01398,56525112,4191,4191,19,0.45%,175.774999,160.525113,3992,3823,3588,3406,3214,80.51%,3553,4086,86.96%,-105,-199
CL00003,784915671,INR,IO01445|MPN - Visit Victoria- VV - EBD Drive H2 Campaign Jan'26 to Jun'26 IO|LI08675|Chinese - Video - One,1025714799,LI08675|Chinese - Video - One,23491913930,08/02/2026,CA01399,56525127,2665,2665,13,0.49%,113.031126,103.224773,2566,2355,2200,2032,1932,75.29%,1976,2572,76.83%,-93,-99
CL00003,784915671,INR,IO01445|MPN - Visit Victoria- VV - EBD Drive H2 Campaign Jan'26 to Jun'26 IO|LI08676|Hindi - Video - One,1025628242,LI08676|Hindi - Video - One,23491913993,08/02/2026,CA01399,56525127,3089,3089,15,0.49%,137.237097,125.330682,2906,1880,1319,1094,2473,85.10%,2407,2935,82.01%,-154,-183
CL00003,784915671,INR,IO01445|MPN - Visit Victoria- VV - EBD Drive H2 Campaign Jan'26 to Jun'26 IO|LI08677|Vietnamese - Video - One,1025628518,LI08677|Vietnamese - Video - One,23491916819,08/02/2026,CA01399,56525127,3396,3396,15,0.44%,142.553811,130.186129,3204,3055,2843,2696,2553,79.68%,2706,3219,84.06%,-177,-192
CL00003,784915671,INR,IO01445|MPN - Visit Victoria- VV - EBD Drive H2 Campaign Jan'26 to Jun'26 IO|LI08678|Chinese - Video - Two,1025628248,LI08678|Chinese - Video - Two,23496660367,08/02/2026,CA01399,56525127,3015,3015,13,0.43%,130.016215,118.736269,2864,2595,2453,2315,2195,76.64%,2411,2908,82.91%,-107,-151
CL00003,784915671,INR,IO01445|MPN - Visit Victoria- VV - EBD Drive H2 Campaign Jan'26 to Jun'26 IO|LI08679|Hindi - Video - Two,1025628521,LI08679|Hindi - Video - Two,23491916801,08/02/2026,CA01399,56525127,2633,2633,10,0.38%,117.095446,106.93648,2548,1644,1189,1010,2086,81.87%,2171,2573,84.38%,-60,-85
CL00003,784915671,INR,IO01445|MPN - Visit Victoria- VV - EBD Drive H2 Campaign Jan'26 to Jun'26 IO|LI08680|Vietnamese - Video - Two,1026058660,LI08680|Vietnamese - Video - Two,23496660226,08/02/2026,CA01399,56525127,3345,3345,13,0.39%,142.91392,130.514995,3203,3077,2886,2774,2622,81.86%,2415,3205,75.35%,-140,-142
CL00003,784915671,INR,IO01446|MPN - VIC GOV - DJCS Youth Justice Brand Campaign Jan'26 to Jun'26 IO|LI08728|Mandarin - Banner,1025806674,LI08728|Mandarin - Banner,23502607137,08/02/2026,CA01400,56529529,4753,4753,18,0.38%,160.453711,146.533069,0,0,0,0,0,0.00%,3962,4561,86.87%,-192,0
CL00003,784915671,INR,IO01446|MPN - VIC GOV - DJCS Youth Justice Brand Campaign Jan'26 to Jun'26 IO|LI08729|Cantonese - Banner,1025805537,LI08729|Cantonese - Banner,23507638496,08/02/2026,CA01400,56529529,1973,1973,10,0.51%,75.708574,69.14025,0,0,0,0,0,0.00%,1606,1879,85.47%,-94,0
CL00003,784915671,INR,IO01446|MPN - VIC GOV - DJCS Youth Justice Brand Campaign Jan'26 to Jun'26 IO|LI08730|Dinka - Banner,1026149914,LI08730|Dinka - Banner,23502611220,08/02/2026,CA01400,56529529,1170,1170,5,0.43%,54.444993,49.721455,0,0,0,0,0,0.00%,877,1120,78.30%,-50,0
CL00003,784915671,INR,IO01446|MPN - VIC GOV - DJCS Youth Justice Brand Campaign Jan'26 to Jun'26 IO|LI08731|Arabic - Banner,1025805561,LI08731|Arabic - Banner,23512336459,08/02/2026,CA01400,56529529,2579,2579,14,0.54%,92.623308,84.587496,0,0,0,0,0,0.00%,2226,2525,88.16%,-54,0
CL00003,784915671,INR,IO01446|MPN - VIC GOV - DJCS Youth Justice Brand Campaign Jan'26 to Jun'26 IO|LI08732|Hindi - Banner,1025720399,LI08732|Hindi - Banner,23502611688,08/02/2026,CA01400,56529529,2299,2299,11,0.48%,80.475761,73.493846,0,0,0,0,0,0.00%,1937,2244,86.32%,-55,0
CL00003,784915671,INR,IO01446|MPN - VIC GOV - DJCS Youth Justice Brand Campaign Jan'26 to Jun'26 IO|LI08733|Punjabi - Banner,1025719442,LI08733|Punjabi - Banner,23507641673,08/02/2026,CA01400,56529529,3044,3044,15,0.49%,89.404041,81.647526,0,0,0,0,0,0.00%,2444,2853,85.66%,-191,0
CL00003,784915671,INR,IO01446|MPN - VIC GOV - DJCS Youth Justice Brand Campaign Jan'26 to Jun'26 IO|LI08734|Tongan - Banner,1026151009,LI08734|Tongan - Banner,23502612642,08/02/2026,CA01400,56529529,1307,1307,7,0.54%,52.968565,48.373119,0,0,0,0,0,0.00%,922,1211,76.14%,-96,0
CL00003,784915671,INR,IO01446|MPN - VIC GOV - DJCS Youth Justice Brand Campaign Jan'26 to Jun'26 IO|LI08735|Fiji - Banner,1026151006,LI08735|Fiji - Banner,23502611238,08/02/2026,CA01400,56529529,1055,1055,4,0.38%,40.25204,36.759854,0,0,0,0,0,0.00%,746,969,76.99%,-86,0
CL00003,784915671,INR,IO01446|MPN - VIC GOV - DJCS Youth Justice Brand Campaign Jan'26 to Jun'26 IO|LI08736|Maori - Banner,1025704085,LI08736|Maori - Banner,23512335316,08/02/2026,CA01400,56529529,1101,1101,5,0.45%,45.432525,41.49089,0,0,0,0,0,0.00%,781,1001,78.02%,-100,0
CL00003,784915671,INR,IO01446|MPN - VIC GOV - DJCS Youth Justice Brand Campaign Jan'26 to Jun'26 IO|LI08737|Samon - Banner,1026150202,LI08737|Samon - Banner,23512336687,08/02/2026,CA01400,56529529,1138,1138,5,0.44%,42.147515,38.490881,0,0,0,0,0,0.00%,781,1039,75.17%,-99,0
CL00003,784915671,INR,IO01447|Zee5 - VIC GOV - DJCS Youth Justice Brand Campaign Jan'26 to Jun'26 IO|LI08738|Hindi - Video,1026147718,LI08738|Hindi - Video,23507393741,08/02/2026,CA01401,56529487,1301,1301,6,0.46%,58.93247,53.819607,1228,911,465,260,966,78.66%,1052,1221,86.16%,-80,-73
CL00003,784915671,INR,IO01447|Zee5 - VIC GOV - DJCS Youth Justice Brand Campaign Jan'26 to Jun'26 IO|LI08739|Punjabi - Video,1026143188,LI08739|Punjabi - Video,23502363294,08/02/2026,CA01401,56529487,1339,1339,6,0.45%,60.340758,55.105715,1265,968,527,295,1041,82.29%,1111,1260,88.17%,-79,-74
CL00003,784915671,INR,IO01449|Medibank Overseas Campaign Feb'26 IO|LI08741|Indian - Banner,1026170023,LI08741|Indian - Banner,23505980358,08/02/2026,CA01403,56534494,3333,3333,18,0.54%,126.912946,115.902234,0,0,0,0,0,0.00%,2867,3233,88.68%,-100,0
CL00003,784915671,INR,IO01449|Medibank Overseas Campaign Feb'26 IO|LI08742|Indian - Interstitials,1025830959,LI08742|Indian - Interstitials,23505981267,08/02/2026,CA01403,56534494,2803,2803,15,0.54%,101.576272,92.763719,0,0,0,0,0,0.00%,2396,2732,87.70%,-71,0
CL00003,784915671,INR,IO01450|Zee5 - Medibank Overseas Feb'26 IO|LI08743|Indian Video,1025827575,LI08743|Indian Video,23506005357,08/02/2026,CA01404,56536625,5183,5183,24,0.46%,345.161652,315.216121,5044,1372,1092,910,3831,75.95%,4336,5070,85.52%,-113,-139
CL00003,784915671,INR,IO01451|MPN - VACC CALD B2B Campaign Jan'26 to Apr'26 IO|LI08744|Chinese - Banner,1025840763,LI08744|Chinese - Banner,23509018728,08/02/2026,CA01405,56538260,1398,1398,7,0.50%,46.03227,42.038603,0,0,0,0,0,0.00%,1068,1330,80.30%,-68,0
CL00003,784915671,INR,IO01452|Zee5 - KenoGo - February - Campaign Feb'26 IO|LI08745|Video - 15sec,1025748458,LI08745|Video - 15sec,23514263942,08/02/2026,CA01406,56561250,6355,6355,30,0.47%,502.780682,459.16044,6196,618,465,373,4964,80.12%,4781,6234,76.69%,-121,-159
CL00003,784915671,INR,IO01453|MPN - Chatswood Chase - Lunar New Year 2026 Campaign Feb'26 to Mar'26 IO|LI08746|Mandarin Interstitials,1025750261,LI08746|Mandarin Interstitials,23514783551,08/02/2026,CA01407,56539286,3590,3590,17,0.47%,117.369665,107.186909,0,0,0,0,0,0.00%,2893,3395,85.21%,-195,0
CL00003,784915671,INR,IO01453|MPN - Chatswood Chase - Lunar New Year 2026 Campaign Feb'26 to Mar'26 IO|LI08747|Cantonese Interstitials,1026190687,LI08747|Cantonese Interstitials,23519485879,08/02/2026,CA01407,56539286,3574,3574,18,0.50%,133.702455,122.102699,0,0,0,0,0,0.00%,2982,3419,87.22%,-155,0
CL00003,784915671,INR,IO01453|MPN - Chatswood Chase - Lunar New Year 2026 Campaign Feb'26 to Mar'26 IO|LI08748|Vietnamese Interstitials,1026192004,LI08748|Vietnamese Interstitials,23514810158,08/02/2026,CA01407,56539286,2611,2611,10,0.38%,98.90949,90.328301,0,0,0,0,0,0.00%,2198,2539,86.57%,-72,0
CL00003,784915671,INR,IO01453|MPN - Chatswood Chase - Lunar New Year 2026 Campaign Feb'26 to Mar'26 IO|LI08749|Korean Interstitials,1025851575,LI08749|Korean Interstitials,23514810164,08/02/2026,CA01407,56539286,2119,2119,10,0.47%,69.282194,63.27141,0,0,0,0,0,0.00%,1608,2037,78.94%,-82,0
CL00003,784915671,INR,IO01453|MPN - Chatswood Chase - Lunar New Year 2026 Campaign Feb'26 to Mar'26 IO|LI08750|Malaysian Interstitials,1026193177,LI08750|Malaysian Interstitials,23514811634,08/02/2026,CA01407,56539286,1412,1412,7,0.50%,54.989122,50.218376,0,0,0,0,0,0.00%,1141,1313,86.90%,-99,0
CL00003,784915671,INR,IO01454|MPN - Chatswood Chase - LNY Banner Campaign Feb'26 to Mar'26 IO|LI08751|Mandarin Banner,1026196018,LI08751|Mandarin Banner,23519774104,08/02/2026,CA01408,56538325,2168,2168,9,0.42%,70.037547,63.96123,0,0,0,0,0,0.00%,1673,2073,80.70%,-95,0
CL00003,784915671,INR,IO01454|MPN - Chatswood Chase - LNY Banner Campaign Feb'26 to Mar'26 IO|LI08752|Cantonese Banner,1025763710,LI08752|Cantonese Banner,23515103210,08/02/2026,CA01408,56538325,1810,1810,9,0.50%,71.545295,65.338169,0,0,0,0,0,0.00%,1468,1748,83.98%,-62,0
CL00003,784915671,INR,IO01454|MPN - Chatswood Chase - LNY Banner Campaign Feb'26 to Mar'26 IO|LI08753|Vietnamese Banner,1026190414,LI08753|Vietnamese Banner,23510063691,08/02/2026,CA01408,56538325,1607,1607,7,0.44%,59.266151,54.124339,0,0,0,0,0,0.00%,1362,1550,87.87%,-57,0
CL00003,784915671,INR,IO01454|MPN - Chatswood Chase - LNY Banner Campaign Feb'26 to Mar'26 IO|LI08754|Korean Banner,1025853732,LI08754|Korean Banner,23519776222,08/02/2026,CA01408,56538325,2033,2033,10,0.49%,62.506625,57.083676,0,0,0,0,0,0.00%,1748,1970,88.73%,-63,0
CL00003,784915671,INR,IO01457|MPN - WestHQ - Multicultural Awareness Campaign Feb'26 IO|LI08778|South Asian - Complimentary Gelato Valentine's Day - Banner,1026238573,LI08778|South Asian - Complimentary Gelato Valentine's Day - Banner,23528267644,08/02/2026,CA01366,56459421,1654,1654,7,0.42%,57.538258,52.546354,0,0,0,0,0,0.00%,1360,1601,84.95%,-53,0
CL00003,784915671,INR,IO01457|MPN - WestHQ - Multicultural Awareness Campaign Feb'26 IO|LI08779|South Asian - Complimentary Gelato Valentine's Day - Interstitials,1026238045,LI08779|South Asian - Complimentary Gelato Valentine's Day - Interstitials,23528266786,08/02/2026,CA01366,56459421,1744,1744,8,0.46%,62.941695,57.481,0,0,0,0,0,0.00%,1396,1655,84.35%,-89,0
CL00003,784915671,INR,IO01457|MPN - WestHQ - Multicultural Awareness Campaign Feb'26 IO|LI08780|Filipino - Complimentary Gelato Valentine's Day - Banner,1025903112,LI08780|Filipino - Complimentary Gelato Valentine's Day - Banner,23523608555,08/02/2026,CA01366,56459421,823,823,4,0.49%,33.494882,30.588933,0,0,0,0,0,0.00%,611,732,83.47%,-91,0
CL00003,784915671,INR,IO01457|MPN - WestHQ - Multicultural Awareness Campaign Feb'26 IO|LI08781|Filipino - Complimentary Gelato Valentine's Day - Interstitials,1025807849,LI08781|Filipino - Complimentary Gelato Valentine's Day - Interstitials,23518510485,08/02/2026,CA01366,56459421,805,805,4,0.50%,32.918257,30.062335,0,0,0,0,0,0.00%,619,754,82.10%,-51,0
CL00003,784915671,INR,IO01457|MPN - WestHQ - Multicultural Awareness Campaign Feb'26 IO|LI08782|Arabic - Complimentary Gelato Valentine's Day - Banner,1025901618,LI08782|Arabic - Complimentary Gelato Valentine's Day - Banner,23523607163,08/02/2026,CA01366,56459421,760,760,4,0.53%,26.177821,23.906686,0,0,0,0,0,0.00%,555,677,81.98%,-83,0
CL00003,784915671,INR,IO01457|MPN - WestHQ - Multicultural Awareness Campaign Feb'26 IO|LI08783|Arabic - Complimentary Gelato Valentine's Day - Interstitials,1026238249,LI08783|Arabic - Complimentary Gelato Valentine's Day - Interstitials,23518519905,08/02/2026,CA01366,56459421,813,813,4,0.49%,29.230868,26.694857,0,0,0,0,0,0.00%,652,752,86.70%,-61,0
CL00003,784915671,INR,IO01460|ACMI - Focus on Tony Leung Chiu-wai Campaign Feb'26 IO|LI08799|SCMP 15s Video,1025930238,LI08799|SCMP 15s Video,23524051332,08/02/2026,CA01414,56572980,1358,1358,6,0.44%,69.869378,63.807651,1269,878,681,527,1095,86.29%,985,1280,76.95%,-78,-89
CL00003,784915671,INR,IO01460|ACMI - Focus on Tony Leung Chiu-wai Campaign Feb'26 IO|LI08800|SCMP 30s Video,1025929161,LI08800|SCMP 30s Video,23529105359,08/02/2026,CA01414,56572980,1043,1043,4,0.38%,53.876743,49.202505,951,537,356,252,726,76.34%,779,944,82.52%,-99,-92
CL00003,784915671,INR,IO01460|ACMI - Focus on Tony Leung Chiu-wai Campaign Feb'26 IO|LI08801|ULifeStyle 15s Video,1025830052,LI08801|ULifeStyle 15s Video,23533781890,08/02/2026,CA01414,56572980,1958,1958,10,0.51%,120.854282,110.369207,1898,918,717,595,1442,75.97%,1522,1871,81.35%,-87,-60
CL00003,784915671,INR,IO01460|ACMI - Focus on Tony Leung Chiu-wai Campaign Feb'26 IO|LI08802|ULifeStyle 30s Video,1025830526,LI08802|ULifeStyle 30s Video,23533781971,08/02/2026,CA01414,56572980,1782,1782,8,0.45%,110.424093,100.843921,1710,594,456,384,1381,80.76%,1401,1730,80.98%,-52,-72
CL00003,784915671,INR,IO01462|Viber - Museums Vic - MV _ Museums Vic AO-CALD Campaign Feb'26 IO|LI08821|Vietnamese - Banner,1026294862,LI08821|Vietnamese - Banner,23533768928,08/02/2026,CA01416,56583219,3539,3539,17,0.48%,140.257458,128.089003,0,0,0,0,0,0.00%,2776,3392,81.84%,-147,0
CL00003,784915671,INR,IO01463|MPN - Museums Vic - MV _ Museums Vic AO-CALD Campaign Feb'26 to Jun'26 IO|LI08822|MPN - Vietnamese - Banner - Burst-1,1026293896,LI08822|MPN - Vietnamese - Banner - Burst-1,23528595291,08/02/2026,CA01417,56581533,4219,4219,22,0.52%,157.00482,143.383397,0,0,0,0,0,0.00%,3240,4039,80.22%,-180,0
CL00003,784915671,INR,IO01464|MPN - VIC GOV - DH Mental Health _ Wellbeing Locals Campaign Feb'26 to Mar'26 IO|LI08826|Vietnamese - Banner,1026292093,LI08826|Vietnamese - Banner,23528178228,08/02/2026,CA01418,56556700,4113,4113,21,0.51%,153.58503,140.260301,0,0,0,0,0,0.00%,3437,3918,87.72%,-195,0
CL00003,784915671,INR,IO01464|MPN - VIC GOV - DH Mental Health _ Wellbeing Locals Campaign Feb'26 to Mar'26 IO|LI08827|Mandarin - Banner,1026278938,LI08827|Mandarin - Banner,23528179164,08/02/2026,CA01418,56556700,4190,4190,23,0.55%,143.351956,130.915028,0,0,0,0,0,0.00%,3016,4013,75.16%,-177,0
CL00003,784915671,INR,IO01464|MPN - VIC GOV - DH Mental Health _ Wellbeing Locals Campaign Feb'26 to Mar'26 IO|LI08828|Macedonian - Banner,1026290962,LI08828|Macedonian - Banner,23537930077,08/02/2026,CA01418,56556700,2209,2209,9,0.41%,80.065955,73.119594,0,0,0,0,0,0.00%,1639,2115,77.49%,-94,0
CL00003,784915671,INR,IO01464|MPN - VIC GOV - DH Mental Health _ Wellbeing Locals Campaign Feb'26 to Mar'26 IO|LI08829|Arabic - Banner,1026292180,LI08829|Arabic - Banner,23533205882,08/02/2026,CA01418,56556700,3428,3428,14,0.41%,121.304576,110.780435,0,0,0,0,0,0.00%,2486,3303,75.26%,-125,0
CL00003,784915671,INR,IO01464|MPN - VIC GOV - DH Mental Health _ Wellbeing Locals Campaign Feb'26 to Mar'26 IO|LI08830|Greek - Banner,1025852531,LI08830|Greek - Banner,23528184930,08/02/2026,CA01418,56556700,4012,4012,20,0.50%,146.013412,133.345582,0,0,0,0,0,0.00%,3197,3908,81.81%,-104,0
